Family,Species,Latitude,Longitude,Location,Source
Emballonuridae,Taphozous nudiventris,26.02,76.344,"Sawai Madhopur, Rajasthan, India","Advani, 1980"
Emballonuridae,Taphozous nudiventris,14.468,78.974,"Sidavattam, Cuddapah, Andhra Pradesh, India","Chakraborty et al., 2004"
Emballonuridae,Taphozous nudiventris,27.33,88.62,"Sikkim, India","Brosset, 1962a"
Emballonuridae,Taphozous nudiventris,26.18,85.23,"Singar, Bihar, India","Wroughton, 1915cii"
Emballonuridae,Taphozous nudiventris,24.886,72.847,"Sirohi, Rajasthan, India","Bates & Harrison, 1997"
Emballonuridae,Taphozous nudiventris,14.61,74.82,"Sirsi, Karnataka, India","Ryley, 1962a"
Emballonuridae,Taphozous nudiventris,12.297,77.167,"Sivasamudram, Karnataka, India","Ryley, 1913a"
Emballonuridae,Taphozous nudiventris,26.87,88.471,"Sivok, West Bengal, India","Wroughton, 1916b"
Emballonuridae,Taphozous nudiventris,19.18,72.85,"Thana, Maharashtra, India","Molur et al., 2002"
Emballonuridae,Taphozous nudiventris,17.291,73.382,"Tondali, Maharashtra, India","Molur et al., 2002"
Emballonuridae,Taphozous nudiventris,26.164,75.788,"Tonk, Rajasthan, India","Sinha, 1980"
Emballonuridae,Taphozous nudiventris,27.449,69.609,"Tori, Sind, Pakistan","Siddiqi, 1961"
Emballonuridae,Taphozous nudiventris,21.074,73.17,"Vankaneer, Gujarat, India","Ryley, 1913bi"
Emballonuridae,Taphozous nudiventris,22.6,72.88,"Vedtial, Gujarat, India","Bates & Harrison, 1997"
Emballonuridae,Taphozous nudiventris,15.325,76.465,"Vijayanagar, Karnataka, India","Wroughton, 1913iii"
Emballonuridae,Taphozous nudiventris,33.461,72.737,"Tanaza Dam , Attock district, Pakistan",Mahmood-ul-Hassan et al. (2012)
Emballonuridae,Taphozous nudiventris,16.625,80.53,"Kondapally Fort, Krishna Dist., Andhra Pradesh",OU.NHM Collection
Emballonuridae,Taphozous nudiventris,17.382,78.401,"Golconda Fort, Hyderabad Dist., Telangana",OU.NHM Collection
Emballonuridae,Taphozous nudiventris,19.316,79.8,"Siddeshwaragutta, Bejjur, Adilabad Dist, Telangana",OU.NHM Collection
Emballonuridae,Taphozous nudiventris,19.48,79.55,"Railway Bridge, Sirpur, Adilabad Dist, Telangana ",OU.NHM Collection
Emballonuridae,Taphozous nudiventris,18.196,76.103,"Osmanabad Caves, Osmanabad Dist, Maharashtra",OU.NHM Collection
Emballonuridae,Taphozous nudiventris,17.383902,78.401443,Princesses quarter area in Golkonda fort,Venkateshwarlu et al. (2011)
Emballonuridae,Taphozous nudiventris,22.311,73.184,"Department of Chemistry, MSU District Baroda, Gujarat",OU.NHM Collection
Emballonuridae,Taphozous nudiventris,22.6955,72.865,"Shri Buichera Mata Temple, Choxi Bazar, Vaso, Kheda District, Gujarat",OU.NHM Collection
Emballonuridae,Taphozous nudiventris,23.584,72.133,"Sun Temple, Modhera, Mehsana District, Gujarat",OU.NHM Collection
Emballonuridae,Taphozous nudiventris,17.383902,78.401443,Princesses quarter area in Golkonda fort,Venkateshwarlu et al. (2011)
Emballonuridae,Taphozous nudiventris,33.461,72.737,"Tanaza Dam , Attock district, Pakisthan",Mahmood-ul-Hassan et al. (2012)
Emballonuridae,Taphozous nudiventris,21.538,70.595,"Patwad Kotha, Junagad, Gujarat",OU.NHM Collection
Emballonuridae,Taphozous nudiventris,16.825,74.653,"Ambai Nimbi, Bramhapuri, Maharashtra",Chavan and Dhamani (2012)
Emballonuridae,Taphozous nudiventris,25.4113,77.6747,"Survaya ki Garhi on Shivpuri-Jhansi road, Khandwa city, Madhya Pradesh",Saikia et al 2018
Emballonuridae,Taphozous nudiventris,18.157311,76.678319,"Kharosa cave, kharosa, Maharashtra",Saikia et al 2018
Emballonuridae,Taphozous nudiventris,31.56694,64.350278,"Lashkari Bazar, Helmand, Afghanistan",Benda & gaisler 2015
Emballonuridae,Taphozous nudiventris,34.250278,71.000278,"Chak-Naur, Nangarhar, Afghanistan",Benda & gaisler 2015
Emballonuridae,Taphozous nudiventris,32.59796003,72.37,"Salt range, Punjab, Pakistan",Benda & gaisler 2015
Emballonuridae,Taphozous nudiventris,25.033307,78.056152,"Garha, Madhya Pradesh",GBIF 2022
Emballonuridae,Taphozous nudiventris,9.908782,78.051748,"Keelakuyilkudi, 8 km SE of Madurai  Kamaraj University, Madurai district, Tamil Nadu",GBIF 2022
Emballonuridae,Taphozous nudiventris,9.995104,77.971138,"Melakkal, Madurai district, Tamil Nadu",GBIF 2022
Emballonuridae,Taphozous nudiventris,34.556,71.936,"Malakand district, Khyber Pakhtunkhwa, Pakistan",GBIF 2022
Emballonuridae,Taphozous nudiventris,21.7666,72.23,"Bhavnagar, Gujarat",GBIF 2022
Emballonuridae,Taphozous nudiventris,26.294434,72.956536,"Bhimbhadak, Jodhpur city, Rajasthan",Ghosh 2005
Emballonuridae,Taphozous nudiventris,26.332814,73.022845,"Mondore Monuments, Jodhpur, Rajasthan",Ghosh 2005
Emballonuridae,Taphozous nudiventris,15.330354,76.460473,"Sri Krishna Temple, Hampi, Karnataka",Srinivasulu et al pers obs 2018
