Family,Species,Latitude,Longitude,Location,Source
Vespertilionidae,Pipistrellus tenuis,29.21,79.51,"Haldwani, Uttarakhand, India","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,6.12,81.12,"Hambantota, Southern Province, Sri Lanka","Ryley, 1914b"
Vespertilionidae,Pipistrellus tenuis,22.59,88.26,"Hawrah, West Bengal, India","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,26.85,85.333333,"Hazaria, Nepal","Hinton & Fry, 1923"
Vespertilionidae,Pipistrellus tenuis,23.98,85.35,"Hazaribagh, Jharkhand, India","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,14.26,74.41,"Honawar, Karnataka, India","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,22.75,77.71,"Hoshangabad, Madhya Pradesh, India","Brosset, 1962c"
Vespertilionidae,Pipistrellus tenuis,22.75,88.75,"Hugli, West Bengal, India","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,17.36,78.47,"Hyderabad, Andhra Pradesh, India","Srinivasulu, C. & B. Srinivasulu"
Vespertilionidae,Pipistrellus tenuis,26.917,75.817,"Jaipur, Rajasthan, India","Prakash, 1960"
Vespertilionidae,Pipistrellus tenuis,26.5,88.5,"Jalpaiguri, Jalpaiguri district, West Bengal","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,25.85,82.64,"Jerna, Uttar Pradesh, India","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,24.6,76.15,"Jhalawar, Rajasthan, India","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,28.12,75.39,"Jhunjhunu, Rajasthan, India","Advani, 1982b"
Vespertilionidae,Pipistrellus tenuis,26.28,73.02,"Jodhpur, Rajasthan, India","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,29.28,79.34,"Kaladhungi, Uttarakhand, India","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,34.5,70.666667,"Kala-i-Shahi, Afghanistan","Gaisler, 1970b"
Vespertilionidae,Pipistrellus tenuis,6.57,79.96,"Kalutara, Western Province, Sri Lanka","Phillips, 1980"
Vespertilionidae,Pipistrellus tenuis,24.04,92.2,"Kanchanpur, Tripura, India","Agrawal & Bhattacharyya, 1977"
Vespertilionidae,Pipistrellus tenuis,7.28,80.63,"Kandy, Central Province, Sri Lanka","Wroughton, 1915ci"
Vespertilionidae,Pipistrellus tenuis,24.89,67.02,"Karachi, Sind, Pakistan","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,15.02,76.33,"Kardibetta Forest, Karnataka, India","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,18.883333,73.15,"Karnala, Maharashtra, India","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,21.5,85.5,"Keonjhar, Orissa, India","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,21.3,70.25,"Keshod, Gujarat, India","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,17.24,80.15,"Khammam fort, Khammam district, Andhra Pradesh",Srinivasulu & Srinivasulu pers obs
Vespertilionidae,Pipistrellus tenuis,30.301,71.931,"Khanewal, Punjab, Pakistan","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,22.568,78.05,"Khapa, Madhya Pradesh, India","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,26.25,89.5,"Koch Bihar, West Bengal, India","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,18.283333,83.55,"Koduru, Andhra Pradesh, India","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,22.56,88.36,"Kolkata, West Bengal, India","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,25.17,75.83,"Kota, Rajasthan, India","Advani, 1981b"
Vespertilionidae,Pipistrellus tenuis,31.95,77.11,"Kullu, Himachal Pradesh","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,7.483,80.366,"Kurenegala, North Western Province, Sri Lanka","Phillips, 1980"
Vespertilionidae,Pipistrellus tenuis,10.66,77.86,"Kurumbapatti, Tamil Nadu, India","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,10.66,77.86,"Kurumbapatti, Tamil Nadu, India","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,11.967,76.047,"Kutta, Karnataka, India","Ryley, 1913bii"
Vespertilionidae,Pipistrellus tenuis,6.854,80.167,"Labugama, Western Province, Sri Lanka","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,25.225,91.669,"Laitkynsew, Meghalaya, India","Hinton & Lindsay, 1926"
Vespertilionidae,Pipistrellus tenuis,24.229,72.42,"Lunwa, Gujarat, India","Ryley, 1914a"
Vespertilionidae,Pipistrellus tenuis,26.354,86.067,"Madhubani, Bihar, India","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,9.91,78.12,"Madurai, Tamil Nadu, India","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,15.47,78.62,"Mahanandi, Nagarjunasagar Srisailam Tiger Reserve, Andhra Pradesh","Srinivasulu, C. & B. Srinivasulu"
Vespertilionidae,Pipistrellus tenuis,17.333333,78.583333,"Mahaveer Harina Vanasthali National Park, Hyderabad, Andhra Pradesh","Srinivasulu, C. & B. Srinivasulu"
Vespertilionidae,Pipistrellus tenuis,34.503,71.904,"Malakand, NWFP, Pakistan","Roberts, 1977"
Vespertilionidae,Pipistrellus tenuis,25,88.15,"Maldah, West Bengal, India","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,25.894,68.524,"Malir, Sind, Sind, Pakistan","Walton, 1974"
Vespertilionidae,Pipistrellus tenuis,16.37,78.75,"Mannanur, Nagarjunasagar Srisailam Tiger Reserve, Andhra Pradesh","Srinivasulu, C. & B. Srinivasulu"
Vespertilionidae,Pipistrellus tenuis,21.93,86.72,"Mayurbhanj, Orissa, India","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,22.5,87.5,"Medinipur, West Bengal, India","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,21.17,72.9,"Mheskatri, Gujarat, India","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,30.19,71.458,"Multan, Punjab, Pakistan","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,18.97,72.82,"Mumbai, Maharashtra, India","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,23.981,78.48,"Mundra, Madhya Pradesh, India","Wroughton, 1913ii"
Vespertilionidae,Pipistrellus tenuis,24.18,88.26,"Murshidabad, West Bengal, India","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,26.129,85.379,"Muzaffarpur, Bihar, India","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,12.3,76.65,"Mysore, Karnataka, India","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,23.17,88.57,"Nadia, West Bengal, India","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,27.198,73.734,"Nagaur, Rajasthan, India","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,6.926,81.123,"Namunukula, Uva Province, Sri Lanka","Phillips, 1980"
Vespertilionidae,Pipistrellus tenuis,19.195,77.305,"Nanded, Maharashtra, India","Karim, 1975"
Vespertilionidae,Pipistrellus tenuis,27.566,80.09,"Neergam, Uttar Pradesh, India","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,23.33,86.36,"North 24-Parganas, West Bengal, India","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,24.2,72.483333,"Palanpur, Gujarat, India","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,26.116667,91.5,"Palasbari, Assam, India","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,25.766667,73.433333,"Pali, Rajasthan, India","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,25.61,85.14,"Patna, Bihar, India","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,7.25,80.66,"Peradeniya, Central Province, Sri Lanka","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,28.64,79.87,"Philibhit, Uttar Pradesh, India","Wroughton, 1914"
Vespertilionidae,Pipistrellus tenuis,25.91,90.05,"Phulbari, Meghalaya, India","Das et al., 1995"
Vespertilionidae,Pipistrellus tenuis,15.317,75.717,"Potoli, Karnataka, India","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,18.47,73.79,"Pune, Maharashtra, India","Brosset, 1962c"
Vespertilionidae,Pipistrellus tenuis,19.8,85.85,"Puri, Orissa, India","Das et al., 1993"
Vespertilionidae,Pipistrellus tenuis,19.8,85.85,"Puri, Orissa, India","Das et al., 1993"
Vespertilionidae,Pipistrellus tenuis,23.333,86.366,"Puruliya, West Bengal, India","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,26.19,92.94,"Rajapara, Assam, India","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,29.391,79.124,"Ramnagar, Uttarakhand, India","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,6.093,80.862,"Ranna, Southern Province, Sri Lanka","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,16.99,73.29,"Ratnagiri, Maharashtra, India","Sinha, 1980"
Vespertilionidae,Pipistrellus tenuis,7.517,80.673,"Ratotta, Central Province, Sri Lanka","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,24.61,83.91,"Rohtas, Bihar, India","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,25.71,86.451,"Saharsa, Bihar, India","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,9.916667,78.116667,"Samaya Malai, Tamil Nadu, India","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,21.4,83.88,"Sambalpur, Orissa, India","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,21.4,83.88,"Sambalpur, Orissa, India","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,24.5,87.5,"Santal Pargana, Jharkhand, India","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,21.17,70.59,"Sasan, Gujarat, India","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,25.482,78.574,"Satyanarayan, Uttar Pradesh, India","Bhat, 1974"
Vespertilionidae,Pipistrellus tenuis,31.713,73.984,"Sheikhupura, Punjab, Pakistan","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,16.04,78.91,"Shikaram, Nagarjunasagar Srisailam Tiger Reserve, Andhra Pradesh","Srinivasulu, C. & B. Srinivasulu"
Vespertilionidae,Pipistrellus tenuis,27.607,75.138,"Sikar, Rajasthan, India","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,22.5,85.5,"Singhbhum, Jharkhand, India","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,24.886,72.847,"Sirohi, Rajasthan, India","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,29.37,78.138,"Sitabani, Uttar Pradesh, India","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,26.598,85.495,"Sitamarhi, Bihar, India","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,22.7117,78.198,"Sohagpur, Madhya Pradesh, India","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,21.657,88.323,"South 24-Parganas, West Bengal, India","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,12.024,75.988,"Srimangala, Karnataka, India","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,27.69,68.848,"Sukkur, Sind, Pakistan","Siddiqi, 1961"
Vespertilionidae,Pipistrellus tenuis,22.12,84.03,"Sundargarh, Orissa, India","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,21.19,72.81,"Surat, Gujarat, India","Brosset, 1962c"
Vespertilionidae,Pipistrellus tenuis,10.53,76.21,"Thrissur, Kerala, India","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,14.183333,79.15,"Thummalabyu, Andhra Pradesh, India","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,12.1,78.59,"Tirthamalai, Tamil Nadu, India","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,8.83,77.66,"Tirunelveli, Tirunelveli district, Tamil Nadu, India","Molur et al., 2002"
Vespertilionidae,Pipistrellus tenuis,26.164,75.788,"Tonk, Rajasthan, India","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,26.003,85.081,"Vaishali, Bihar, India","Sinha, 1986a"
Vespertilionidae,Pipistrellus tenuis,25.28,82.95,"Varanasi, Uttar Pradesh, India","Pathak & Sharma, 1969"
Vespertilionidae,Pipistrellus tenuis,22.6,72.88,"Vedtial, Gujarat, India","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,15.325,76.465,"Vijayanagar, Karnataka, India","Wroughton, 1913iii"
Vespertilionidae,Pipistrellus tenuis,20.77,73.48,"Waghai, Gujarat, India","Bates & Harrison, 1997"
Vespertilionidae,Pipistrellus tenuis,25.245,88.782,"West Dinajpur, West Bengal, India","Agrawal et al., 1992"
Vespertilionidae,Pipistrellus tenuis,34.644,71.923,"Bakrai, Malakand Division, Khyber Pakhtunkhwa, Pakistan","Salim, 2018"
Vespertilionidae,Pipistrellus tenuis,34.948,71.943,"Timergara, Malakand Division, Khyber Pakhtunkhwa, Pakistan","Salim, 2018"
Vespertilionidae,Pipistrellus tenuis,34.511,71.88,"Koz Koper, Malakand Division, Khyber Pakhtunkhwa, Pakistan","Salim, 2018"
Vespertilionidae,Pipistrellus tenuis,34.722,71.865,"Matkani, Malakand Division, Khyber Pakhtunkhwa, Pakistan","Salim, 2018"
Vespertilionidae,Pipistrellus tenuis,34.526,71.85,"Head Koper, Malakand Division, Khyber Pakhtunkhwa, Pakistan","Salim, 2018"
Vespertilionidae,Pipistrellus tenuis,34.553,71.9,"Malakand Tunnel, Malakand Division, Khyber Pakhtunkhwa, Pakistan","Salim, 2018"
Vespertilionidae,Pipistrellus tenuis,34.696,71.896,"Maina, Malakand Division, Khyber Pakhtunkhwa, Pakistan","Salim, 2018"
Vespertilionidae,Pipistrellus tenuis,34.699,71.856,"Kot, Malakand Division, Khyber Pakhtunkhwa, Pakistan","Salim, 2018"
Vespertilionidae,Pipistrellus tenuis,34.617,71.798,"Manzaray Baba, Malakand Division, Khyber Pakhtunkhwa, Pakistan","Salim, 2018"
Vespertilionidae,Pipistrellus tenuis,34.421,72.0341,"Qadar Kalay, Malakand Division, Khyber Pakhtunkhwa, Pakistan","Salim, 2018"
Vespertilionidae,Pipistrellus tenuis,35.323,72.048,"Shaheed Benazir Bhutto University Sheringal, Malakand Division, Khyber Pakhtunkhwa, Pakistan","Salim, 2018"
