Family,Species,Latitude,Longitude,Location,Source
Hipposideridae,Hipposideros speoris,14.41,79.96,"Nellore,  Andhra Pradesh, India","Jerdon, 1874"
Hipposideridae,Hipposideros speoris,14.2,74.55,"Nislneer, Karnataka, India",Molur et al. 2002
Hipposideridae,Hipposideros speoris,7.333333,80.783333,"Nitre Cave, Central Province, Sri Lanka","Phillips, 1933c"
Hipposideridae,Hipposideros speoris,6.25,81.37,"Palatupana, Southern Province, Sri Lanka","Molur et al., 2002"
Hipposideridae,Hipposideros speoris,8.72,77.73,"Palayamkottai (NGO colony), Tamil Nadu, India","Molur et al., 2002"
Hipposideridae,Hipposideros speoris,9.916667,78.033333,"Pannian Malai, Tamil Nadu, India","usman, 1988"
Hipposideridae,Hipposideros speoris,13.177,80.295,"Parappadi, Tamil Nadu, India","Molur et al., 2002"
Hipposideridae,Hipposideros speoris,16,75.78,"Pattadkal, Karnataka, India","Bates & Harrison, 1997"
Hipposideridae,Hipposideros speoris,7.25,80.66,"Peradeniya, Central Province, Sri Lanka","Bates & Harrison, 1997"
Hipposideridae,Hipposideros speoris,7.932,81.008,"Polonnaruwa , North Central Province, Sri Lanka","Bates & Harrison, 1997"
Hipposideridae,Hipposideros speoris,15.408,73.998,"Ponda, Goa, India","Ghosh, 2008"
Hipposideridae,Hipposideros speoris,18.47,73.79,"Pune, Maharashtra, India","Bates & Harrison, 1997"
Hipposideridae,Hipposideros speoris,8.033,79.816,"Puttalum, North Western Province, Sri Lanka","Molur et al., 2002"
Hipposideridae,Hipposideros speoris,14.19,79.16,"Rajampet,  Andhra Pradesh, India",Molur et al. 2002
Hipposideridae,Hipposideros speoris,16.959,73.606,"Rajapur Taluka, Debhil Village, Ratnagiri Dist., Maharashtra",AMNH M-208145
Hipposideridae,Hipposideros speoris,8.72,77.734,"Rajendra Nagar, Palayamkottai Tamil Nadu","Molur et al., 2002"
Hipposideridae,Hipposideros speoris,21.604,71.217,"Rajmahal, Gujarat, India","Sinha, 1981a"
Hipposideridae,Hipposideros speoris,7.009,80.859,"Rasagalla, Sabaragamuwa Province, Sri Lanka","Molur et al., 2002"
Hipposideridae,Hipposideros speoris,16.99,73.29,"Ratnagiri, Maharashtra, India",Molur et al. 2002
Hipposideridae,Hipposideros speoris,6.691,80.386,"Ratnapura, Sabaragamuwa Province, Sri Lanka","Molur et al., 2002"
Hipposideridae,Hipposideros speoris,11.652918,78.157654,"Salem, Tamil Nadu, India","Bates & Harrison, 1997"
Hipposideridae,Hipposideros speoris,6.249,80.859,"Samarakella, Southern Province, Sri Lanka","Molur et al., 2002"
Hipposideridae,Hipposideros speoris,19.181,72.961,"Sasanee, Thane, Maharashtra, India","Molur et al., 2002"
Hipposideridae,Hipposideros speoris,12.41,76.68,"Seringapatnam, Karnataka, India","Bates & Harrison, 1997"
Hipposideridae,Hipposideros speoris,12.297,77.167,"Sivasamudram, Karnataka, India","Ryley, 1913a"
Hipposideridae,Hipposideros speoris,15.863,74.974,"Sogal, Karnataka, India",Molur et al. 2002
