"Family","Species","Latitude","Longitude","Location","Source"
"Emballonuridae","Taphozous longimanus","6.957",81.279,"Medagama, Uva Province, Sri Lanka","Bates & Harrison, 1997"
"Emballonuridae","Taphozous longimanus","22.85",72.77,"Mehmadabad, Gujarat, India","Bates & Harrison, 1997"
"Emballonuridae","Taphozous longimanus","22.43",87.321,"Midnapur, West Bengal, India","Bates & Harrison, 1997"
"Emballonuridae","Taphozous longimanus","18.97",72.82,"Mumbai, Maharashtra, India","Bates & Harrison, 1997"
"Emballonuridae","Taphozous longimanus","22.85",69.73,"Mundra, Gujarat, India","Bates & Harrison, 1997"
"Emballonuridae","Taphozous longimanus","8.72",77.83,"Murappanadu, Tamil Nadu, India","Molur et al., 2002"
"Emballonuridae","Taphozous longimanus","8.72",77.83,"Murappanadu, Tamil Nadu, India","Molur et al., 2002"
"Emballonuridae","Taphozous longimanus","23.17",88.57,"Nadia, West Bengal, India","Agrawal et al., 1992"
"Emballonuridae","Taphozous longimanus","21.07",79.27,"Nagpur, Maharashtra, India","Bates & Harrison, 1997"
"Emballonuridae","Taphozous longimanus","26.303",74.733,"Nasirabad, Rajasthan, India","Bates & Harrison, 1997"
"Emballonuridae","Taphozous longimanus","23.933333",86.116667,"Nimiaghat, Bihar, India","Wroughton, 1915cii"
"Emballonuridae","Taphozous longimanus","24.2",72.483333,"Palanpur, Gujarat, India","Ryley, 1914a"
"Emballonuridae","Taphozous longimanus","14.08",79.08,"Palkonda hills, Andhra Pradesh, India","Bates & Harrison, 1997"
"Emballonuridae","Taphozous longimanus","17.933333",73.816667,"Panchgani, Maharashtra, India","Bates & Harrison, 1997"
"Emballonuridae","Taphozous longimanus","25.61",85.14,"Patna, Bihar, India","Bates & Harrison, 1997"
"Emballonuridae","Taphozous longimanus","25.783",87.466,"Purnea, Bihar, India","Bates & Harrison, 1997"
"Emballonuridae","Taphozous longimanus","16.99",73.29,"Ratnagiri, Maharashtra, India","Brosset, 1962a"
"Emballonuridae","Taphozous longimanus","14.17",75.03,"Sagar, Karnataka, India","Wroughton, 1913i"
"Emballonuridae","Taphozous longimanus","25.71",86.451,"Saharsa, Bihar, India","Bates & Harrison, 1997"
"Emballonuridae","Taphozous longimanus","22.642",87.319,"Salbani, West Bengal, India","Wroughton, 1915cii"
"Emballonuridae","Taphozous longimanus","26.038",84.689,"Saran, Bihar, India","Bates & Harrison, 1997"
"Emballonuridae","Taphozous longimanus","22.5",85.5,"Singhbhum, Jharkhand, India","Bates & Harrison, 1997"
"Emballonuridae","Taphozous longimanus","14.61",74.82,"Sirsi, Karnataka, India","Bates & Harrison, 1997"
"Emballonuridae","Taphozous longimanus","22.7117",78.198,"Sohagpur, Madhya Pradesh, India","Bates & Harrison, 1997"
"Emballonuridae","Taphozous longimanus","21.657",88.323,"South 24 Parganas, West Bengal, India","Agrawal et al., 1992"
"Emballonuridae","Taphozous longimanus","12.1",78.59,"Tirthamalai, Tamil Nadu, India","Bates & Harrison, 1997"
"Emballonuridae","Taphozous longimanus","8.52",76.97,"Travancore, India (presently in Kerala, India)","Bates & Harrison, 1997"
"Emballonuridae","Taphozous longimanus","8.569",81.232,"Trincomalee, Eastern Province, Sri Lanka","Bates & Harrison, 1997"
"Emballonuridae","Taphozous longimanus","26.003",85.081,"Vaishali, Bihar, India","Bates & Harrison, 1997"
"Emballonuridae","Taphozous longimanus","20.63",72.93,"Valsad, Gujarat, India","Bates & Harrison, 1997"
"Emballonuridae","Taphozous longimanus","25.28",82.95,"Varanasi, Uttar Pradesh, India","Krishna & Dominic, 1985"
"Emballonuridae","Taphozous longimanus","15.325",76.465,"Vijaynagar, Karnataka, India","Wroughton, 1913iii"
"Emballonuridae","Taphozous longimanus","18.434",74.461,"Patas, Maharashtra","Gaikwad et al. (2012)"
"Emballonuridae","Taphozous longimanus","20.793",78.139,"Dhamangaon, Maharashtra","Gaikwad et al. (2012)"
"Emballonuridae","Taphozous longimanus","17.659",75.906,"Solapur, Maharashtra","Gaikwad et al. (2012)"
"Emballonuridae","Taphozous longimanus","18.206",76.178,"Osmanabad, Maharashtra","Gaikwad et al. (2012)"
"Emballonuridae","Taphozous longimanus","18.06",76.042,"Apsinga, Maharashtra","Gaikwad et al. (2012)"
"Emballonuridae","Taphozous longimanus","17.816",76.273,"Naldurga, Maharashtra","Gaikwad et al. (2012)"
"Emballonuridae","Taphozous longimanus","19.095",74.749,"Ahmednagar, Maharashtra","Gaikwad et al. (2012)"
"Emballonuridae","Taphozous longimanus","17.552",78.527,"Hakimpet, Ranga Reddy Dist., Telangana","OU.NHM Collection"
"Emballonuridae","Taphozous longimanus","21.153",79.071,"Old High Court, Civil Lines, Nagpur, Nagpur Dist., Maharashtra","OU.NHM Collection"
"Emballonuridae","Taphozous longimanus","19.873",79.577,"Ambai, Nimbai Chimur, Chandrapur Dist,. Maharastra","OU.NHM Collection"
"Emballonuridae","Taphozous longimanus","20.493",79.368,"PWD Guest House, Chimur, Chandrapur Dist., Maharastra","OU.NHM Collection"
"Emballonuridae","Taphozous longimanus","19.48",79.55,"Railway Bridge, Sirpur, Adilabad Dist, Telangana ","OU.NHM Collection"
"Emballonuridae","Taphozous longimanus","17.417",78.531,"Department of Zoology, Osmania University","OU.NHM Collection"
"Emballonuridae","Taphozous longimanus","20.29522",85.824787,"Bhubaneswar city","Debata et al. (2018)"
"Emballonuridae","Taphozous longimanus","23.041",72.606,"Dada Hari Ki Vav, Ahmedabad, Gujarat","OU.NHM Collection"
"Emballonuridae","Taphozous longimanus","6.431645393",80.41498566,"Martin's Lodge, Sinharaja Rainforest, Sri Lanka","GBIF 2022"
"Emballonuridae","Taphozous longimanus","19.483153",79.557222,"Adilabad, Telangana","GBIF 2022"
"Emballonuridae","Taphozous longimanus","17.69",74,"Satara, Maharashtra","GBIF 2022"
"Emballonuridae","Taphozous longimanus","26.6085",91.57702,"Salbari, Assam","Saikia 2018"
"Emballonuridae","Taphozous longimanus","26.460024",91.574207,"Narikuchi village, Assam","Saikia 2018"
"Emballonuridae","Taphozous longimanus","18.2347",73.4464,"Raigad Fort area, Maharashtra","Saikia 2018"
"Emballonuridae","Taphozous longimanus","18.9192",73.3277,"Karjat, Maharashtra","Saikia 2018"
"Emballonuridae","Taphozous longimanus","19.9726",76.5083,"Lonar Crater and Wildlife Sanctuary, Maharashtra","Saikia 2018"
"Emballonuridae","Taphozous longimanus","18.7381",73.6389,"Wadgaon, Maharashtra","Saikia 2018"
"Emballonuridae","Taphozous longimanus","25.863",93.7537,"Dimapur, Nagaland","Saikia 2018"
"Emballonuridae","Taphozous longimanus","7.5033",81.233,"Maduru-Oya National Park, Sri Lanka","Edirisinghe et al 2018"
"Emballonuridae","Taphozous longimanus","21.724705",73.153495,"Jhagadiya, Bharuch, Gujarat","Ghosh, 2008"
"Emballonuridae","Taphozous longimanus","25.3",91.7,"Cherrapunji, Meghalaya, India","Ghosh, 2008"
"Emballonuridae","Taphozous longimanus","25.2202",91.6672,"Laitkynsew, Khasi Hills, Meghalaya","Ghosh, 2008"
"Emballonuridae","Taphozous longimanus","24.897",91.871,"Sylhet, Bangladesh","Ghosh, 2008"
"Emballonuridae","Taphozous longimanus","26.984",94.631,"Sibsagar, Assam","Ghosh, 2008"
"Emballonuridae","Taphozous longimanus","25.08",92.91,"Cachar, Assam","Ghosh, 2008"
"Emballonuridae","Taphozous longimanus","26.916",94.733,"Nazira, Assam","Ghosh, 2008"
"Emballonuridae","Taphozous longimanus","27.06",88.4,"Pashok, West Bengal","Naulak & Pradhan 2020"
"Emballonuridae","Taphozous longimanus","27.059",88.154,"Tong Song, West Bengal","Naulak & Pradhan 2020"
"Emballonuridae","Taphozous longimanus","26.2931",87.584,"Samrat Chowk, Pokharia, Biratnagar-1, Nepal","Thapa et al 2013"
"Emballonuridae","Taphozous longimanus","26.4836",87.850278,"Jhapa, Nepal","Acharya & Adhikari 2010"
