"Family","Species","Latitude","Longitude","Location","Source"
"Pteropodidae","Rousettus leschenaultii","20.02",75.17,"Ellora caves, Maharashtra, India","Molur et al. 2002"
"Pteropodidae","Rousettus leschenaultii","10.01",76.3,"Ernakulam, Kerala, India","Molur et al. 2002"
"Pteropodidae","Rousettus leschenaultii","24.83",77.9,"Gadi Isagarh, Phoonk Bawr, Guwa, Madhya Pradesh","AMNH"
"Pteropodidae","Rousettus leschenaultii","24.637",76.18,"Gagron ka Kila, Jhalawar, Rajashtan","Sinha, 1980"
"Pteropodidae","Rousettus leschenaultii","8.27",80.5,"Galkulama, North Central Province, Sri Lanka","Bates & Harrison, 1997"
"Pteropodidae","Rousettus leschenaultii","7.56",80.7,"Gammaduwa, Central Province, Sri Lanka","Bates & Harrison, 1997"
"Pteropodidae","Rousettus leschenaultii","14.24",74.64,"Gersoppa, Uttara Kanara district, Karnataka","Bates & Harrison, 1997"
"Pteropodidae","Rousettus leschenaultii","17.691",74,"Ghatmatha, Satara, Maharashtra, India","Ghosh, 2005"
"Pteropodidae","Rousettus leschenaultii","25.25",89.995,"Ghazni, Shirpur District, Bangladesh","Khan, 2001"
"Pteropodidae","Rousettus leschenaultii","17.385",78.404,"Golconda Fort, Hyderabad, Andhra Pradesh","Srinivasulu C. & B. Srinivasulu"
"Pteropodidae","Rousettus leschenaultii","26.954",88.695,"Gorubathan, Darjeeling, West Bengal, India","Ghosh, 2005"
"Pteropodidae","Rousettus leschenaultii","6.12",81.12,"Hambantota, Southern Province, Sri Lanka","Bates & Harrison, 1997"
"Pteropodidae","Rousettus leschenaultii","15.33",76.46,"Hampi, Karnataka, India","Bates & Harrison, 1997"
"Pteropodidae","Rousettus leschenaultii","23.98",85.35,"Hazaribagh, Jharkhand, India","Bates & Harrison, 1997"
"Pteropodidae","Rousettus leschenaultii","17.36",78.47,"Hyderabad city, Andhra Pradesh, India","Srinivasulu C. & B. Srinivasulu"
"Pteropodidae","Rousettus leschenaultii","19.133333",80.55,"Indravati National Park, Chhattisgarh, India","Harshey & Chandra, 2001"
"Pteropodidae","Rousettus leschenaultii","23.16",79.93,"Jabalpur, Madhya Pradesh, India","Harshey & Chandra, 2001"
"Pteropodidae","Rousettus leschenaultii","25.359",92.381,"Jaintia Hills","Bates & Harrison, 1997"
"Pteropodidae","Rousettus leschenaultii","32.876",75.031,"Jajjar Kotli, Udhampur, Jammu & Kshmir, india","Ghosh, 2005"
"Pteropodidae","Rousettus leschenaultii","26.177",90.642,"Jamduar, Goalpara, Assam","Ghosh, 2005"
"Pteropodidae","Rousettus leschenaultii","21.723",73.152,"Jhagadia, Bharuch, Gujarat","Ghosh, 2005"
"Pteropodidae","Rousettus leschenaultii","22.978",87.846,"Jhapandanga, Burdman, West Bengal, India","Ghosh, 2005"
"Pteropodidae","Rousettus leschenaultii","14.19",74.78,"Jog, Karnataka, India","Ghosh, 2005"
"Pteropodidae","Rousettus leschenaultii","19.142",72.842,"Jogeshwari, Mumbai, Maharashtra","Bates & Harrison, 1997"
"Pteropodidae","Rousettus leschenaultii","21.968",86.075,"Joshipur, Mayurbhanj, Orissa","Ghosh, 2005"
